,datesold,price,bedrooms
24700,2009-05-25,492000,2
24701,2009-05-28,1150000,3
24702,2009-06-02,295000,1
24703,2009-06-02,387000,2
24704,2009-06-02,405000,1
24705,2009-06-02,425000,3
24706,2009-06-12,340000,1
24707,2009-06-13,382000,2
24708,2009-06-17,387500,2
24709,2009-06-18,165000,1
24710,2009-06-19,395000,2
24711,2009-06-22,282500,2
24712,2009-06-22,396250,2
24713,2009-06-23,285000,2
24714,2009-06-24,172500,1
24715,2009-06-25,295000,2
24716,2009-06-30,219000,1
24717,2009-06-30,306000,1
24718,2009-07-08,310000,1
24719,2009-07-08,447500,2
24720,2009-07-13,399000,2
24721,2009-07-14,319500,3
24722,2009-07-14,395000,1
24723,2009-07-15,319000,2
24724,2009-07-17,370000,2
24725,2009-07-21,280000,2
24726,2009-07-21,356500,2
24727,2009-07-21,399000,2
24728,2009-07-22,297250,2
24729,2009-07-22,365000,1
24730,2009-07-22,415000,2
24731,2009-07-24,329950,2
24732,2009-07-27,384000,3
24733,2009-07-28,428500,2
24734,2009-08-03,275000,1
24735,2009-08-03,465000,2
24736,2009-08-04,390000,2
24737,2009-08-04,485000,3
24738,2009-08-06,375000,1
24739,2009-08-06,607500,2
24740,2009-08-06,638000,2
24741,2009-08-10,318000,2
24742,2009-08-11,315000,2
24743,2009-08-14,345000,2
24744,2009-08-17,302500,2
24745,2009-08-17,410000,2
24746,2009-08-20,345000,2
24747,2009-08-28,258000,1
24748,2009-08-28,370000,2
24749,2009-08-28,610000,2
24750,2009-09-03,438500,2
24751,2009-09-11,315000,2
24752,2009-09-11,442000,2
24753,2009-09-15,360000,3
24754,2009-09-18,308000,2
24755,2009-09-22,450000,2
24756,2009-09-23,378000,2
24757,2009-09-27,311000,1
24758,2009-09-29,220000,1
24759,2009-09-29,340000,2
24760,2009-09-29,479950,2
24761,2009-09-30,229000,1
24762,2009-09-30,412000,3
24763,2009-10-01,325000,2
24764,2009-10-01,450000,2
24765,2009-10-08,440000,2
24766,2009-10-12,322000,1
24767,2009-10-16,375000,2
24768,2009-10-19,425500,1
24769,2009-10-22,890000,2
24770,2009-10-23,315000,2
24771,2009-10-23,350000,1
24772,2009-10-24,350000,3
24773,2009-10-26,317000,1
24774,2009-10-29,421000,2
24775,2009-10-29,438000,2
24776,2009-10-30,445000,2
24777,2009-11-04,289000,2
24778,2009-11-04,355000,2
24779,2009-11-06,285000,1
24780,2009-11-09,500000,3
24781,2009-11-16,140000,1
24782,2009-11-16,575000,2
24783,2009-11-20,257100,1
24784,2009-11-20,289000,1
24785,2009-11-23,470000,2
24786,2009-11-27,290000,1
24787,2009-11-27,420000,2
24788,2009-11-30,410000,2
24789,2009-12-07,169000,1
24790,2009-12-10,461100,2
24791,2009-12-14,405000,2
24792,2009-12-15,309000,2
24793,2009-12-15,502000,2
24794,2009-12-16,257000,1
24795,2009-12-17,382000,2
24796,2009-12-18,433000,2
24797,2009-12-18,590000,3
24798,2009-12-19,375100,1
24799,2009-12-21,358000,2
24800,2009-12-21,415000,1
24801,2009-12-22,272000,1
24802,2009-12-22,335000,2
24803,2009-12-22,350000,2
24804,2009-12-23,330000,1
24805,2009-12-24,366000,2
24806,2009-12-24,367000,2
24807,2010-01-11,270000,1
24808,2010-01-11,480000,2
24809,2010-01-15,355100,2
24810,2010-01-18,379000,1
24811,2010-01-20,640000,2
24812,2010-01-22,2425000,3
24813,2010-01-29,355000,1
24814,2010-01-29,635000,3
24815,2010-02-02,408500,2
24816,2010-02-02,445000,3
24817,2010-02-04,249000,1
24818,2010-02-05,420000,2
24819,2010-02-09,436000,2
24820,2010-02-10,357000,2
24821,2010-02-10,451000,2
24822,2010-02-17,297000,2
24823,2010-02-17,364000,2
24824,2010-02-17,370000,2
24825,2010-02-18,280200,1
24826,2010-02-22,391500,2
24827,2010-02-24,452000,3
24828,2010-03-01,650000,3
24829,2010-03-03,310000,3
24830,2010-03-03,430000,2
24831,2010-03-03,470000,2
24832,2010-03-05,349000,2
24833,2010-03-09,365000,2
24834,2010-03-09,435000,2
24835,2010-03-11,517500,3
24836,2010-03-12,570000,2
24837,2010-03-15,385000,2
24838,2010-03-15,425000,1
24839,2010-03-17,370000,2
24840,2010-03-17,500000,2
24841,2010-03-18,740000,2
24842,2010-03-19,433000,3
24843,2010-03-19,1200000,2
24844,2010-03-29,385000,1
24845,2010-03-30,353500,1
24846,2010-03-30,400000,2
24847,2010-03-31,420000,2
24848,2010-04-09,436000,1
24849,2010-04-12,375000,1
24850,2010-04-12,422000,2
24851,2010-04-15,425000,2
24852,2010-04-16,530000,3
24853,2010-04-21,250000,1
24854,2010-04-22,441000,2
24855,2010-04-27,342000,1
24856,2010-04-27,486000,2
24857,2010-05-03,275000,2
24858,2010-05-03,755000,2
24859,2010-05-04,460000,2
24860,2010-05-05,549000,3
24861,2010-05-06,475000,1
24862,2010-05-07,550000,4
24863,2010-05-13,418000,3
24864,2010-05-13,500000,2
24865,2010-05-14,320000,2
24866,2010-05-21,455000,3
24867,2010-05-21,670000,3
24868,2010-05-24,700000,3
24869,2010-05-26,272500,1
24870,2010-05-27,469950,2
24871,2010-05-27,500000,2
24872,2010-05-28,328000,2
24873,2010-06-02,268000,2
24874,2010-06-02,289950,1
24875,2010-06-02,373500,2
24876,2010-06-03,380000,2
24877,2010-06-03,630000,2
24878,2010-06-08,580000,3
24879,2010-06-15,535000,2
24880,2010-06-17,383500,2
24881,2010-06-17,395000,2
24882,2010-06-23,208500,1
24883,2010-06-23,330500,1
24884,2010-06-26,585000,3
24885,2010-06-28,493000,2
24886,2010-07-06,465000,3
24887,2010-07-07,465000,2
24888,2010-07-08,410000,2
24889,2010-07-12,450000,2
24890,2010-07-13,467000,2
24891,2010-07-15,323000,1
24892,2010-07-15,405000,2
24893,2010-07-16,365000,1
24894,2010-07-19,558000,3
24895,2010-07-20,512000,2
24896,2010-07-21,267000,2
24897,2010-07-23,308250,2
24898,2010-07-23,400000,4
24899,2010-07-26,425000,2
24900,2010-07-28,390000,1
24901,2010-07-28,412350,2
24902,2010-07-29,395000,3
24903,2010-07-30,390000,2
24904,2010-08-04,465000,2
24905,2010-08-05,320000,1
24906,2010-08-09,470000,3
24907,2010-08-12,243000,1
24908,2010-08-12,495000,2
24909,2010-08-13,285000,1
24910,2010-08-13,495000,3
24911,2010-08-16,531000,2
24912,2010-08-17,461000,2
24913,2010-08-17,504500,2
24914,2010-08-20,310000,1
24915,2010-08-23,454950,2
24916,2010-08-24,360000,2
24917,2010-08-25,355000,1
24918,2010-08-26,340000,3
24919,2010-08-26,384000,1
24920,2010-08-26,410000,1
24921,2010-08-27,440000,2
24922,2010-08-27,470000,2
24923,2010-08-30,455000,3
24924,2010-09-01,452000,2
24925,2010-09-06,405000,1
24926,2010-09-07,350000,2
24927,2010-09-10,390000,2
24928,2010-09-10,445000,2
24929,2010-09-10,447000,2
24930,2010-09-13,406500,2
24931,2010-09-13,480000,3
24932,2010-09-16,330000,3
24933,2010-09-16,455000,2
24934,2010-09-17,460000,2
24935,2010-09-17,530000,3
24936,2010-09-17,750000,3
24937,2010-09-20,390000,1
24938,2010-09-20,425000,1
24939,2010-09-22,275000,1
24940,2010-09-28,540000,2
24941,2010-09-29,317000,2
24942,2010-09-29,322770,2
24943,2010-09-30,312500,2
24944,2010-10-05,405000,2
24945,2010-10-06,365000,2
24946,2010-10-06,388500,2
24947,2010-10-07,480000,3
24948,2010-10-11,485000,2
24949,2010-10-12,410000,2
24950,2010-10-12,750000,2
24951,2010-10-13,528000,3
24952,2010-10-15,324000,2
24953,2010-10-15,616000,3
24954,2010-10-16,418000,2
24955,2010-10-18,310000,1
24956,2010-10-18,340000,1
24957,2010-10-19,290000,2
24958,2010-10-22,318000,1
24959,2010-10-22,325000,1
24960,2010-10-25,281000,1
24961,2010-10-26,320000,1
24962,2010-10-26,435000,2
24963,2010-10-28,440000,1
24964,2010-10-29,432000,1
24965,2010-10-29,1275000,3
24966,2010-11-02,369000,2
24967,2010-11-04,443000,2
24968,2010-11-12,245000,1
24969,2010-11-18,520000,3
24970,2010-11-22,299000,1
24971,2010-11-23,336536,2
24972,2010-11-23,437000,3
24973,2010-11-25,348000,1
24974,2010-11-27,890000,3
24975,2010-12-03,551150,2
24976,2010-12-04,465000,3
24977,2010-12-06,510000,3
24978,2010-12-08,456000,2
24979,2010-12-08,576000,3
24980,2010-12-13,432500,2
24981,2010-12-13,435000,2
24982,2010-12-14,322000,1
24983,2010-12-15,415000,1
24984,2010-12-20,350000,2
24985,2010-12-21,640000,2
24986,2010-12-24,300000,1
24987,2010-12-30,389000,2
24988,2011-01-07,370000,2
24989,2011-01-11,323000,2
24990,2011-01-12,387900,1
24991,2011-01-12,405000,1
24992,2011-01-17,285000,1
24993,2011-01-17,516000,2
24994,2011-01-18,392000,1
24995,2011-01-19,425000,2
24996,2011-01-19,448500,2
24997,2011-01-24,470500,2
24998,2011-01-27,520000,3
24999,2011-01-29,435000,2
25000,2011-01-31,397000,2
25001,2011-02-01,601000,4
25002,2011-02-03,430000,3
25003,2011-02-09,326000,1
25004,2011-02-09,347000,2
25005,2011-02-09,398000,2
25006,2011-02-09,415000,2
25007,2011-02-09,432500,3
25008,2011-02-11,552000,2
25009,2011-02-17,180000,1
25010,2011-02-17,420000,2
25011,2011-02-17,556500,3
25012,2011-02-18,430000,1
25013,2011-02-21,393000,1
25014,2011-02-21,495000,2
25015,2011-02-24,290000,2
25016,2011-02-24,388000,2
25017,2011-02-28,277500,2
25018,2011-03-01,405000,3
25019,2011-03-07,420000,2
25020,2011-03-07,448000,1
25021,2011-03-07,465000,2
25022,2011-03-15,419500,2
25023,2011-03-17,432000,1
25024,2011-03-18,330000,2
25025,2011-03-18,460000,1
25026,2011-03-21,320000,2
25027,2011-03-21,415000,2
25028,2011-03-22,430000,2
25029,2011-03-24,380000,2
25030,2011-03-24,470000,2
25031,2011-03-29,825000,3
25032,2011-03-31,470000,2
25033,2011-04-04,345000,1
25034,2011-04-05,516000,2
25035,2011-04-09,483000,2
25036,2011-04-12,448000,3
25037,2011-04-13,398000,1
25038,2011-04-16,540000,2
25039,2011-04-19,650000,2
25040,2011-04-20,280000,1
25041,2011-04-20,408000,4
25042,2011-04-21,323000,3
25043,2011-04-21,380000,2
25044,2011-04-28,478000,3
25045,2011-04-28,510000,2
25046,2011-04-29,330000,1
25047,2011-05-02,380000,1
25048,2011-05-04,405000,2
25049,2011-05-09,420000,2
25050,2011-05-10,285000,2
25051,2011-05-11,375000,2
25052,2011-05-11,562000,2
25053,2011-05-12,550000,2
25054,2011-05-13,412000,2
25055,2011-05-16,276500,1
25056,2011-05-17,350000,2
25057,2011-05-17,392500,2
25058,2011-05-17,521000,4
25059,2011-05-18,262500,2
25060,2011-05-18,338500,1
25061,2011-05-23,399000,2
25062,2011-05-24,455000,2
25063,2011-05-25,390000,1
25064,2011-05-27,510000,3
25065,2011-05-31,278000,2
25066,2011-06-01,337000,2
25067,2011-06-03,445000,2
25068,2011-06-09,448000,3
25069,2011-06-09,563000,2
25070,2011-06-10,422000,2
25071,2011-06-20,405000,2
25072,2011-06-23,675000,3
25073,2011-07-05,240000,1
25074,2011-07-12,271000,1
25075,2011-07-12,285000,1
25076,2011-07-13,252500,1
25077,2011-07-13,575000,2
25078,2011-07-14,520000,2
25079,2011-07-15,370000,4
25080,2011-07-15,371000,2
25081,2011-07-20,303000,1
25082,2011-07-21,380000,1
25083,2011-07-22,335000,1
25084,2011-07-26,368600,1
25085,2011-08-03,292500,2
25086,2011-08-04,370000,1
25087,2011-08-06,477000,2
25088,2011-08-08,497000,2
25089,2011-08-10,347000,1
25090,2011-08-11,334000,1
25091,2011-08-11,392000,1
25092,2011-08-11,407000,3
25093,2011-08-15,447500,2
25094,2011-08-16,431000,2
25095,2011-08-18,320000,3
25096,2011-08-19,255000,1
25097,2011-08-23,361500,1
25098,2011-08-23,428000,2
25099,2011-08-29,355000,1
25100,2011-08-29,380000,1
25101,2011-08-30,305000,1
25102,2011-08-31,330000,2
25103,2011-08-31,390000,1
25104,2011-09-02,428000,3
25105,2011-09-02,466000,2
25106,2011-09-05,454400,2
25107,2011-09-06,445000,2
25108,2011-09-08,310000,1
25109,2011-09-08,452500,1
25110,2011-09-09,380000,2
25111,2011-09-12,375000,2
25112,2011-09-12,431000,2
25113,2011-09-12,625000,2
25114,2011-09-13,450000,2
25115,2011-09-13,515000,2
25116,2011-09-15,270000,2
25117,2011-09-15,338000,1
25118,2011-09-16,393000,1
25119,2011-09-19,285000,1
25120,2011-09-19,420000,2
25121,2011-09-20,575000,3
25122,2011-09-21,302000,2
25123,2011-09-23,372000,2
25124,2011-09-30,284500,2
25125,2011-10-04,310000,2
25126,2011-10-07,378000,3
25127,2011-10-13,425000,1
25128,2011-10-14,432000,2
25129,2011-10-14,455000,2
25130,2011-10-17,330000,1
25131,2011-10-17,455000,2
25132,2011-10-17,1250000,4
25133,2011-10-19,475000,2
25134,2011-10-19,490000,2
25135,2011-10-19,535000,3
25136,2011-10-20,430000,2
25137,2011-10-21,400000,2
25138,2011-10-21,460000,2
25139,2011-10-24,288000,1
25140,2011-10-25,382500,3
25141,2011-10-28,302000,2
25142,2011-10-28,436000,3
25143,2011-10-28,570000,3
25144,2011-10-30,340000,1
25145,2011-11-01,799000,2
25146,2011-11-02,394000,2
25147,2011-11-03,400000,2
25148,2011-11-04,389000,2
25149,2011-11-04,475000,2
25150,2011-11-07,290000,1
25151,2011-11-07,405000,2
25152,2011-11-07,409000,2
25153,2011-11-08,278000,1
25154,2011-11-08,455000,2
25155,2011-11-08,925000,3
25156,2011-11-11,385000,2
25157,2011-11-14,395000,1
25158,2011-11-14,410000,2
25159,2011-11-15,350000,2
25160,2011-11-19,810000,2
25161,2011-11-22,385000,1
25162,2011-11-23,309950,1
25163,2011-11-23,425000,2
25164,2011-11-23,445000,2
25165,2011-11-24,470000,2
25166,2011-12-01,331000,2
25167,2011-12-05,300000,1
25168,2011-12-08,475000,2
25169,2011-12-12,279950,1
25170,2011-12-14,374500,1
25171,2011-12-14,495000,2
25172,2011-12-16,425000,2
25173,2011-12-17,328000,1
25174,2011-12-20,380000,2
25175,2011-12-20,448000,2
25176,2011-12-20,495000,2
25177,2011-12-21,238500,1
25178,2011-12-21,353000,2
25179,2011-12-22,318000,2
25180,2011-12-22,436000,3
25181,2011-12-23,392000,2
25182,2012-01-03,520000,2
25183,2012-01-05,409000,2
25184,2012-01-09,338500,1
25185,2012-01-11,425000,2
25186,2012-01-16,300000,2
25187,2012-01-18,420000,2
25188,2012-01-20,322500,1
25189,2012-01-23,410000,1
25190,2012-01-24,420000,3
25191,2012-01-25,435000,2
25192,2012-01-26,400000,2
25193,2012-01-31,490000,3
25194,2012-02-03,327500,2
25195,2012-02-06,411000,2
25196,2012-02-08,379000,1
25197,2012-02-10,320000,2
25198,2012-02-10,374000,1
25199,2012-02-13,202500,1
25200,2012-02-13,390000,2
25201,2012-02-17,351000,2
25202,2012-02-17,384500,2
25203,2012-02-17,545000,2
25204,2012-02-18,473500,3
25205,2012-02-20,405000,1
25206,2012-02-20,438500,3
25207,2012-02-22,374000,1
25208,2012-02-24,410000,1
25209,2012-02-27,425000,2
25210,2012-02-27,625000,2
25211,2012-02-28,272500,1
25212,2012-02-29,292500,2
25213,2012-03-02,366000,1
25214,2012-03-05,799000,2
25215,2012-03-07,325000,2
25216,2012-03-07,335000,2
25217,2012-03-07,405000,2
25218,2012-03-07,450000,2
25219,2012-03-08,387500,2
25220,2012-03-08,410000,2
25221,2012-03-13,573000,3
25222,2012-03-14,230000,1
25223,2012-03-14,512000,2
25224,2012-03-16,375000,1
25225,2012-03-20,360000,1
25226,2012-03-23,304500,1
25227,2012-03-23,305000,1
25228,2012-03-23,342000,1
25229,2012-03-29,455000,3
25230,2012-03-30,172500,1
25231,2012-03-30,406250,1
25232,2012-03-30,430000,2
25233,2012-04-02,335000,1
25234,2012-04-05,320000,1
25235,2012-04-11,575000,2
25236,2012-04-12,268000,1
25237,2012-04-12,302500,2
25238,2012-04-12,367000,2
25239,2012-04-14,290000,2
25240,2012-04-17,355000,1
25241,2012-04-17,520000,2
25242,2012-04-19,350000,1
25243,2012-04-23,302000,2
25244,2012-04-26,315000,2
25245,2012-04-26,335000,1
25246,2012-04-26,421000,2
25247,2012-04-26,446000,2
25248,2012-04-27,508000,2
25249,2012-04-27,539000,3
25250,2012-05-04,304000,2
25251,2012-05-04,588000,4
25252,2012-05-10,411000,2
25253,2012-05-11,330000,1
25254,2012-05-16,415000,1
25255,2012-05-17,502000,2
25256,2012-05-18,340000,1
25257,2012-05-18,383000,1
25258,2012-05-18,567000,3
25259,2012-05-22,355000,2
25260,2012-05-22,365000,1
25261,2012-05-22,405000,1
25262,2012-05-23,407000,2
25263,2012-05-23,466000,2
25264,2012-05-23,605000,3
25265,2012-05-25,325000,1
25266,2012-05-30,300000,2
25267,2012-05-30,575000,3
25268,2012-05-31,480000,2
25269,2012-06-01,320000,1
25270,2012-06-05,362000,2
25271,2012-06-05,425000,2
25272,2012-06-05,560000,3
25273,2012-06-06,380000,1
25274,2012-06-07,490000,2
25275,2012-06-07,685000,3
25276,2012-06-08,410000,2
25277,2012-06-18,510000,3
25278,2012-06-19,265000,2
25279,2012-06-21,430000,1
25280,2012-06-25,312500,2
25281,2012-06-29,300000,2
25282,2012-07-03,489000,1
25283,2012-07-06,419950,2
25284,2012-07-06,477000,2
25285,2012-07-10,447000,2
25286,2012-07-11,490000,2
25287,2012-07-11,500000,2
25288,2012-07-11,550000,3
25289,2012-07-17,310000,2
25290,2012-07-20,297000,1
25291,2012-07-23,315000,2
25292,2012-07-23,333000,2
25293,2012-07-23,434500,2
25294,2012-07-23,450000,2
25295,2012-07-24,610000,3
25296,2012-07-26,395000,2
25297,2012-07-28,600000,3
25298,2012-07-31,460000,2
25299,2012-08-01,365000,2
25300,2012-08-02,300000,2
25301,2012-08-02,407000,2
25302,2012-08-02,470000,2
25303,2012-08-06,540000,3
25304,2012-08-08,360000,2
25305,2012-08-08,382500,2
25306,2012-08-10,300000,1
25307,2012-08-10,312000,1
25308,2012-08-10,425000,1
25309,2012-08-10,830000,3
25310,2012-08-13,485000,2
25311,2012-08-15,435000,2
25312,2012-08-16,478000,2
25313,2012-08-17,260000,1
25314,2012-08-17,353000,1
25315,2012-08-17,492000,2
25316,2012-08-21,280000,1
25317,2012-08-21,549000,3
25318,2012-08-22,600000,3
25319,2012-08-23,695000,2
25320,2012-08-25,389999,1
25321,2012-08-27,396500,2
25322,2012-08-28,310000,2
25323,2012-08-30,330000,2
25324,2012-08-30,403000,2
25325,2012-09-01,375000,2
25326,2012-09-03,350000,1
25327,2012-09-04,175253,1
25328,2012-09-06,365000,2
25329,2012-09-06,390000,2
25330,2012-09-07,275000,2
25331,2012-09-07,520000,2
25332,2012-09-10,285000,1
25333,2012-09-10,315000,2
25334,2012-09-10,384000,1
25335,2012-09-10,462500,1
25336,2012-09-11,430000,1
25337,2012-09-11,720000,3
25338,2012-09-12,635000,2
25339,2012-09-13,410000,2
25340,2012-09-13,437500,3
25341,2012-09-14,440000,3
25342,2012-09-18,300000,1
25343,2012-09-19,310000,1
25344,2012-09-19,635000,2
25345,2012-09-20,250000,2
25346,2012-09-20,405000,1
25347,2012-09-20,470000,2
25348,2012-09-21,358000,1
25349,2012-09-21,490000,2
25350,2012-09-24,395000,2
25351,2012-09-25,458000,3
25352,2012-09-25,735000,2
25353,2012-09-26,435000,2
25354,2012-09-28,400000,2
25355,2012-10-02,442000,2
25356,2012-10-03,267000,1
25357,2012-10-03,335000,1
25358,2012-10-03,548000,3
25359,2012-10-04,460000,2
25360,2012-10-05,435000,2
25361,2012-10-09,445000,3
25362,2012-10-10,418000,2
25363,2012-10-10,419500,2
25364,2012-10-12,265000,2
25365,2012-10-12,387000,1
25366,2012-10-12,473000,2
25367,2012-10-15,320000,2
25368,2012-10-15,385000,1
25369,2012-10-16,330000,1
25370,2012-10-16,380000,1
25371,2012-10-16,422000,2
25372,2012-10-17,310000,1
25373,2012-10-19,302500,2
25374,2012-10-22,448000,2
25375,2012-10-22,462000,1
25376,2012-10-23,308000,2
25377,2012-10-24,420000,2
25378,2012-10-29,340000,1
25379,2012-10-29,539000,3
25380,2012-10-29,540000,3
25381,2012-10-30,359000,2
25382,2012-10-31,372000,2
25383,2012-10-31,420000,3
25384,2012-10-31,620000,3
25385,2012-11-01,380000,1
25386,2012-11-02,380000,2
25387,2012-11-02,490000,2
25388,2012-11-02,526000,2
25389,2012-11-03,1555000,4
25390,2012-11-05,627500,2
25391,2012-11-07,415000,2
25392,2012-11-08,370000,1
25393,2012-11-09,360000,2
25394,2012-11-09,510000,2
25395,2012-11-10,464990,3
25396,2012-11-12,295000,1
25397,2012-11-13,363000,2
25398,2012-11-16,415000,1
25399,2012-11-19,378500,2
25400,2012-11-19,420000,2
25401,2012-11-20,435000,2
25402,2012-11-21,358000,2
25403,2012-11-21,396000,1
25404,2012-11-23,337500,2
25405,2012-11-25,455000,1
25406,2012-11-26,362500,2
25407,2012-11-27,392000,2
25408,2012-12-01,281000,2
25409,2012-12-03,392500,1
25410,2012-12-03,520000,1
25411,2012-12-04,341000,2
25412,2012-12-06,238000,1
25413,2012-12-06,430000,2
25414,2012-12-07,343000,1
25415,2012-12-07,370000,2
25416,2012-12-07,450000,2
25417,2012-12-08,501000,2
25418,2012-12-11,361000,2
25419,2012-12-11,410000,1
25420,2012-12-11,560000,2
25421,2012-12-12,1225000,2
25422,2012-12-13,500000,1
25423,2012-12-17,495000,3
25424,2012-12-17,520000,2
25425,2012-12-18,380000,2
25426,2012-12-21,432500,2
25427,2012-12-21,560000,3
25428,2013-01-07,312000,2
25429,2013-01-07,389500,2
25430,2013-01-10,441000,2
25431,2013-01-10,645000,2
25432,2013-01-10,705000,2
25433,2013-01-10,1380000,3
25434,2013-01-11,353000,2
25435,2013-01-15,555000,2
25436,2013-01-17,400000,2
25437,2013-01-18,395000,2
25438,2013-01-18,415000,3
25439,2013-01-22,295000,2
25440,2013-01-22,340000,1
25441,2013-01-23,349950,2
25442,2013-01-23,415000,2
25443,2013-01-24,354000,1
25444,2013-01-25,422000,2
25445,2013-01-29,320000,2
25446,2013-01-29,470000,3
25447,2013-01-30,430000,2
25448,2013-01-31,337000,2
25449,2013-02-01,521000,2
25450,2013-02-04,483000,2
25451,2013-02-04,535000,3
25452,2013-02-05,332000,2
25453,2013-02-05,397000,1
25454,2013-02-08,425000,2
25455,2013-02-08,465000,3
25456,2013-02-08,515000,2
25457,2013-02-12,305000,2
25458,2013-02-12,365000,1
25459,2013-02-13,665000,2
25460,2013-02-15,305000,2
25461,2013-02-15,360000,2
25462,2013-02-15,432950,2
25463,2013-02-18,306000,1
25464,2013-02-19,275000,1
25465,2013-02-19,282500,2
25466,2013-02-19,420000,2
25467,2013-02-20,332000,1
25468,2013-02-21,495000,3
25469,2013-02-22,265000,2
25470,2013-02-27,370000,2
25471,2013-02-28,545000,1
25472,2013-02-28,800000,3
25473,2013-03-01,285000,2
25474,2013-03-01,402000,1
25475,2013-03-01,422000,2
25476,2013-03-04,544000,3
25477,2013-03-05,280000,2
25478,2013-03-05,330000,2
25479,2013-03-07,422000,2
25480,2013-03-08,408000,2
25481,2013-03-14,330000,1
25482,2013-03-14,470000,4
25483,2013-03-15,291000,1
25484,2013-03-15,429990,2
25485,2013-03-15,510000,2
25486,2013-03-18,396000,2
25487,2013-03-18,448000,2
25488,2013-03-19,207500,0
25489,2013-03-19,470000,2
25490,2013-03-20,492500,2
25491,2013-03-22,358500,1
25492,2013-03-25,326400,2
25493,2013-03-25,475000,4
25494,2013-03-25,489900,1
25495,2013-03-25,562000,3
25496,2013-03-27,363000,2
25497,2013-03-28,285000,1
25498,2013-03-28,425000,2
25499,2013-04-02,320000,3
25500,2013-04-03,275000,2
25501,2013-04-03,1300000,3
25502,2013-04-04,514900,2
25503,2013-04-05,175000,1
25504,2013-04-05,405000,2
25505,2013-04-05,415000,2
25506,2013-04-05,555000,3
25507,2013-04-06,395000,1
25508,2013-04-08,347000,1
25509,2013-04-08,412000,2
25510,2013-04-09,295000,1
25511,2013-04-09,385000,2
25512,2013-04-09,880000,2
25513,2013-04-13,335000,1
25514,2013-04-13,441000,2
25515,2013-04-15,435000,2
25516,2013-04-17,275000,2
25517,2013-04-19,300000,2
25518,2013-04-19,351000,2
25519,2013-04-22,329000,2
25520,2013-04-22,582500,3
25521,2013-04-23,417500,2
25522,2013-04-24,315000,3
25523,2013-04-29,265000,2
25524,2013-04-29,540000,2
25525,2013-05-01,253000,1
25526,2013-05-01,255000,2
25527,2013-05-02,310000,1
25528,2013-05-04,785000,3
25529,2013-05-06,375000,1
25530,2013-05-06,375000,1
25531,2013-05-06,580000,3
25532,2013-05-06,770000,2
25533,2013-05-09,380000,1
25534,2013-05-09,411000,2
25535,2013-05-10,346000,2
25536,2013-05-13,170000,1
25537,2013-05-13,419000,2
25538,2013-05-13,612000,3
25539,2013-05-14,449000,1
25540,2013-05-14,467500,1
25541,2013-05-15,377000,3
25542,2013-05-17,450000,2
25543,2013-05-20,420000,2
25544,2013-05-23,335000,2
25545,2013-05-27,470000,1
25546,2013-05-28,412900,2
25547,2013-05-29,385000,3
25548,2013-05-30,395500,3
25549,2013-05-31,251000,2
25550,2013-06-03,385000,1
25551,2013-06-03,510000,2
25552,2013-06-03,759900,2
25553,2013-06-04,415000,2
25554,2013-06-04,480000,2
25555,2013-06-04,580000,2
25556,2013-06-05,358000,1
25557,2013-06-07,340000,1
25558,2013-06-07,346000,1
25559,2013-06-07,465000,2
25560,2013-06-07,490000,3
25561,2013-06-11,235000,1
25562,2013-06-13,315000,2
25563,2013-06-14,440000,1
25564,2013-06-14,460000,3
25565,2013-06-14,475000,2
25566,2013-06-17,274000,2
25567,2013-06-18,380000,1
25568,2013-06-18,385000,2
25569,2013-06-19,385500,1
25570,2013-06-25,492500,2
25571,2013-06-26,385000,2
25572,2013-06-27,238000,1
25573,2013-07-01,470000,2
25574,2013-07-02,469500,2
25575,2013-07-03,385250,2
25576,2013-07-04,470000,1
25577,2013-07-08,405000,2
25578,2013-07-09,285000,2
25579,2013-07-10,365000,2
25580,2013-07-12,370000,1
25581,2013-07-15,227500,1
25582,2013-07-16,295000,2
25583,2013-07-16,375000,2
25584,2013-07-18,378000,2
25585,2013-07-19,462000,2
25586,2013-07-22,470000,2
25587,2013-07-23,435000,2
25588,2013-07-23,580000,2
25589,2013-07-24,221000,1
25590,2013-07-24,420000,2
25591,2013-07-25,635000,2
25592,2013-07-29,625000,3
25593,2013-07-30,412000,2
25594,2013-07-31,299500,1
25595,2013-07-31,540000,2
25596,2013-08-01,385000,2
25597,2013-08-01,785000,2
25598,2013-08-02,215000,1
25599,2013-08-06,370000,1
25600,2013-08-06,590000,2
25601,2013-08-08,285000,2
25602,2013-08-08,335000,2
25603,2013-08-15,435000,2
25604,2013-08-16,500000,2
25605,2013-08-19,210000,1
25606,2013-08-19,702000,2
25607,2013-08-21,260700,1
25608,2013-08-21,309750,3
25609,2013-08-21,429000,2
25610,2013-08-21,550000,3
25611,2013-08-21,675000,2
25612,2013-08-22,450000,3
25613,2013-08-23,315000,1
25614,2013-08-23,365000,2
25615,2013-08-27,490000,2
25616,2013-08-28,293000,2
25617,2013-08-28,400000,3
25618,2013-08-29,269000,2
25619,2013-08-29,353000,2
25620,2013-08-29,405000,2
25621,2013-08-29,537500,3
25622,2013-08-30,320000,1
25623,2013-08-30,342500,1
25624,2013-08-30,425000,2
25625,2013-09-01,330000,2
25626,2013-09-02,520000,3
25627,2013-09-03,535000,2
25628,2013-09-03,572000,3
25629,2013-09-03,580000,2
25630,2013-09-04,460000,2
